"log_date","gc_code","cache_name","cache_url","log_url","checker_status","checker_example_log"
"","GC3DF5J","Yo-Yo Challenge","https://www.geocaching.com/geocache/GC3DF5J","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3DF5J/12970 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

OK: AND{
I made it with 6 different sizes and needed only 6 Filters:( sizes (Other , Not chosen , Micro , Small , Regular , Large)  ,  types (Traditional Cache) )I made it with 6 different sizes and needed only 6 Filters:( sizes (Other , Not chosen , Micro , Small , Regular , Large)  ,  types (Multi-cache) )I made it with 6 different sizes and needed only 6 Filters:( sizes (Other , Not chosen , Micro , Small , Regular , Large)  ,  types (Unknown Cache) )I made it with 6 different sizes and needed only 6 Filters:( sizes (Other , Not chosen , Micro , Small , Regular , Large)  ,  types (Letterbox Hybrid) )}

Found Sizes:Other, Not chosen, Regular, Small, Micro, Large
[code]
gccode visitdate  size       cache_name
GC1FFC 2002-06-12 Other      Dog ""A"" Cache
GC6423 2002-07-23 Not chosen Hawkeye's first stand
GCC66  2002-02-20 Regular    Vine By Me Cache
GC2D51 2002-04-06 Small      Cindy's Little Secret
GC6CE9 2002-07-20 Micro      One Moore Cache
GCPTQX 2005-07-24 Large      The Ames Travel(bug) Lodge
Found Sizes:Other, Not chosen, Regular, Small, Micro, Large
[code]
gccode visitdate  size       cache_name
GC1537 2002-10-14 Other      Brookside Unburied Treasure
GCK18R 2004-07-24 Not chosen The Creature at Walnut Ridge
GC4908 2002-04-06 Regular    Lucky 7 - 2 of 7 
GCDB55 2004-08-20 Small      The Steepest Hill in Dubuque
GC4834 2002-04-06 Micro      Lucky 7 - 1 of 7
GCGQ6T 2004-08-21 Large      Oshaukuta Marker Cache
Found Sizes:Other, Not chosen, Regular, Small, Micro, Large
[code]
gccode visitdate  size       cache_name
GCG53W 2004-09-17 Other      Garden Log
GC386A 2005-03-06 Not chosen The Photographer's Cache V
GC1234 2002-09-13 Regular    Mission: Impossible
GCJ1TM 2004-08-21 Small      Wilderness on Wheels
GC552E 2002-09-22 Micro      Confluence Cache
GCTMG8 2006-03-25 Large      R.I.P. Mr Burns-Final
Found Sizes:Small, Not chosen, Regular, Other, Micro, Large
[code]
gccode  visitdate  size       cache_name
GC2E5GC 2013-09-22 Small      Mahalo for Jessie
GC3D01C 2014-04-12 Not chosen Stamp me
GCQRNP  2006-02-27 Regular    Heritage #4
GC32ZW0 2011-09-02 Other      N is for NAD27 LETTERBOX
GC48YKQ 2018-04-14 Micro      L IS FOR LOGBOOK
GC4T24W 2014-08-22 Large      The Pilgrimage"
"","GC3D58M","Fill the Grid, with a Twist Challenge","https://www.geocaching.com/geocache/GC3D58M","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3D58M/20684 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

Fizzy Grid:I have:
ok:1 total loops of 1 needed
BINGO:
Columns:
D1.0/T1.0 - [GCHZYD](http://coord.info/GCHZYD) - EIGA 2004 Tama-Toledo CITO Event (**Cache In Trash Out Event**)
D1.5/T1.0 - [GC13MAT](http://coord.info/GC13MAT) - Box Canon Falls (**Earthcache**)
D2.0/T1.0 - [GC44FRF](http://coord.info/GC44FRF) - It's a Fish Mob (**Event Cache**)
D2.5/T1.0 - [GC65CC](http://coord.info/GC65CC) - wakefield woods cache (**Traditional Cache**)
D3.0/T1.0 - [GCB0AM3](http://coord.info/GCB0AM3) - Cache Odyssey - North Dakota (**Letterbox Hybrid**)
D3.5/T1.0 - [GCH3NT](http://coord.info/GCH3NT) - Phatboyz...Go Dogz (**Webcam Cache**)
D4.0/T1.0 - [GCM2G3](http://coord.info/GCM2G3) - Urban Woods (**Multi-cache**)
D4.5/T1.0 - [GCQJY8](http://coord.info/GCQJY8) - GeoSuDoku #3 (**Unknown Cache**)
D5.0/T1.0 - [GC7B6BQ](http://coord.info/GC7B6BQ) - Art of Tacoma: Bridge of Glass (**Virtual Cache**)

Diagonals:
D1.0/T1.0 - [GCHZYD](http://coord.info/GCHZYD) - EIGA 2004 Tama-Toledo CITO Event (**Cache In Trash Out Event**)
D1.5/T1.5 - [GCBHZPJ](http://coord.info/GCBHZPJ) - 28-DAM!  Another MOGA! (**Wherigo Cache**)
D2.0/T2.0 - [GC2FE2](http://coord.info/GC2FE2) - Our Little Zoe (**Virtual Cache**)
D2.5/T2.5 - [GC3MYG5](http://coord.info/GC3MYG5) - Faszination Nordkap - post-glasiale landløfte (**Earthcache**)
D3.0/T3.0 - [GC4VYA9](http://coord.info/GC4VYA9) - Cedar Rapids Geo Run II (**Event Cache**)
D3.5/T3.5 - [GCB94X1](http://coord.info/GCB94X1) - HCF: The Ghost of Tom Joad (**Letterbox Hybrid**)
D4.0/T4.0 - [GCAED5](http://coord.info/GCAED5) - Gone Fishin' (**Unknown Cache**)
D4.5/T4.5 - [GC3E25](http://coord.info/GC3E25) - Criss Cross Cache (**Multi-cache**)
D5.0/T5.0 - [GC420E](http://coord.info/GC420E) - Rock Creek Lake cache  (**Traditional Cache**)"
"","GC3D526","Old Cache Challenge","https://www.geocaching.com/geocache/GC3D526","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3D526/5417 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

You made it with 42 of 15 needed matches
Only the needed caches are printed

    GCcode  Name
    GCC66   Vine By Me Cache
    GC837   Bluebird Cache
    GC61C   Troll Cache
    GC80B   Forgotten Monument
    GC927   Corporate Giveaway Cache
    GCE1A   Island Park Village Resort
    GCC97   Office Cache
    GC37    Missouri's First - Watts Mill
    GCC5F   Rosedale Arch
    GC69C   Garden Cache
    GCCC8   SFGT: Santa Fe Trail Mo-01
    GCFA4   Chain Mail
    GC6D0   GEODUDE: PokeyMan #74
    GC868   Now I C
    GC943   GO BIG RED"
"","GC3CEJQ","Iowa Lonely Cache Challenge","https://www.geocaching.com/geocache/GC3CEJQ","","Failed",""
"","GC3C1NX","Souvenir Challenge","https://www.geocaching.com/geocache/GC3C1NX","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3C1NX/165 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

Souvenirs collected: 
2002-02-20: United States of America
2002-02-20: Iowa
2002-04-08: Kansas
2002-07-25: Minnesota
2002-07-26: Wisconsin
2002-09-14: Missouri
2002-12-09: Florida
2003-06-07: Nebraska
2003-06-30: Wyoming
2003-07-01: Montana
2003-07-02: Idaho
2003-07-03: South Dakota
2003-10-12: Colorado
2004-08-22: Illinois
2005-03-06: New York
2007-07-06: Utah
2007-07-08: Arizona
2007-08-17: Maryland
2009-06-08: Oklahoma
2009-06-09: Texas
2010-10-10: 10/10/10
2012-04-28: MOGA 2012
2013-05-30: Vermont
2013-05-30: Massachusetts
2013-06-16: New Jersey
2013-07-06: Canada
2013-07-09: Nova Scotia
2013-07-09: New Brunswick
2013-07-12: Prince Edward Island
2013-07-13: Geocaching Get Outdoors Day
2013-08-09: 31 Days of Geocaching 08 of 31
2013-08-24: 31 Days of Geocaching 24 of 31
2013-08-24: 31 Days of Geocaching 23 of 31
2013-08-26: 31 Days of Geocaching 25 of 31
2014-06-08: World Wide Flash Mob 2014
2014-08-24: The Socializer
2014-08-24: The Collector
2014-08-24: The Explorer
2014-08-26: The Puzzler
2014-10-13: International EarthCache Day 2014
2015-03-15: Pi Day 3.14.15 - Mystery Cache
2015-03-15: Pi Day 3.14.15 - Event
2015-05-02: 15 Years of Geocaching
2015-07-13: Meet Your Road Trip Crew
2015-08-03: Fun with Favorites
2016-02-27: Leap Day Weekend 2016
2016-03-01: Leap Day 2016
2016-04-17: CITO Week - April 2016
2016-05-29: Alabama
2016-05-30: Arkansas
2016-06-11: Get Outdoors Day 2016
2016-09-11: Ontario
2017-04-14: Where in the world is Signal? Dönerstag 2017
2017-04-22: Celebrating 3 million active geocaches
2017-04-23: MOGA 2017
2017-04-24: 3 million active geocaches: Thank you!
2017-05-30: Ohio
2017-05-30: Indiana
2017-07-02: Where in the World is Signal? Canada Day 2017
2017-07-16: Mary Hyde: Ahoy Me Hearties!
2017-08-02: Mary Hyde: Smuggler's Cove
2017-08-09: Mary Hyde: Cuts and Keys
2017-11-06: GIFF 2017
2018-01-28: Where in the World is Signal? Australia Day 2018
2018-04-07: Planetary Pursuit: Mars
2018-04-07: Planetary Pursuit: Earth
2018-04-07: Planetary Pursuit: Venus
2018-04-07: Planetary Pursuit: Mercury
2018-04-07: Planetary Pursuit: Jupiter
2018-04-08: Planetary Pursuit: Saturn
2018-04-11: Planetary Pursuit: Uranus
2018-04-12: Planetary Pursuit: Neptune
2018-04-12: Planetary Pursuit: Pluto
2018-04-12: Official Space Explorer
2018-04-14: MOGA 2018
2018-07-04: Hidden Creatures: Bigfoot
2018-07-22: Hidden Creatures: Mermaid
2018-07-22: Hidden Creatures: Fairy
2018-07-22: Hidden Creatures: Unicorn
2018-07-22: Hidden Creatures: Kraken
2018-07-22: Hidden Creatures: Hippocamp
2018-07-25: Hidden Creatures: Sphinx
2018-10-14: Nevada
2018-11-12: GIFF 2018
2019-03-26: Cache Carnival: Nice
2019-03-26: Cache Carnival: Köln
2019-04-06: Cache Carnival: Venezia
2019-04-06: Cache Carnival: New Orleans
2019-04-06: Cache Carnival: Rio de Janeiro
2019-04-07: Creation Celebration
2019-06-13: Norway
2019-06-13: Finland
2019-07-15: Mystery at the Museum: Briefed on the case
2019-10-11: British Columbia
2019-10-12: Oregon
2019-10-13: Original Cache Location
2019-10-13: Washington
2019-10-13: International EarthCache Day 2019
2019-10-15: Geocaching Headquarters
2019-11-11: GIFF 2019
2019-12-31: Goodbye 2019
2020-01-01: Hello 2020
2020-01-01: 3, 2, 1 Go!
2020-02-29: Leap Day 2020 
2020-05-08: Blue Switch Day 2020
2020-06-14: Memory Lane: First geocache hidden
2020-06-14: Memory Lane: First geocoin 
2020-06-14: CITO 2020 Season 1
2020-06-14: 2020 Community Celebration Event
2020-06-21: Memory Lane: First Mega-Event
2020-07-10: Memory Lane: One million geocaches hidden
2020-07-11: Memory Lane: 20 years of geocaching
2020-09-25: CITO 2020 Season 2
2020-09-26: Modern Wonders of the World
2020-10-08: World Explorer
2020-10-08: Ancient Wonders of the World
2020-12-28: Last 2020
2021-04-16: Natural Wonders of the World
2021-04-16: The Science of Discovery: Geology
2021-04-16: The Science of Discovery: Rocket science
2021-04-18: CITO 2021 Season 1
2021-04-22: Locationless Cache - GC8NEAT
2021-04-24: Solar System Wonders of the World
2021-04-24: Ultimate Explorer
2021-04-24: The Science of Discovery: Futurology
2021-04-24: The Science of Discovery: Environmental science
2021-05-02: Blue Switch Day 2021
2021-06-30: Kentucky
2021-07-01: Tennessee
2021-07-06: Mississippi
2021-07-06: Louisiana
2021-08-05: Puncak Jaya Basecamp
2021-08-21: Puncak Jaya Summit
2021-08-21: International Geocaching Day 2021
2021-09-07: Vinson Basecamp
2021-09-09: Vinson Summit
2021-10-07: Elbrus Basecamp
2021-10-09: Elbrus Summit
2021-10-09: CITO 2021 Season 2
2021-11-07: Kilimanjaro Basecamp
2021-11-14: GIFF 2021
2021-11-19: Kilimanjaro Summit
2021-12-12: Denali Basecamp
2022-01-09: Aconcagua Basecamp
2022-02-19: Everest Basecamp
2022-04-09: Signal’s Labyrinth: The forest
2022-04-09: Signal’s Labyrinth: You escaped the forest
2022-04-10: Georgia
2022-04-23: MOGA 2022
2022-04-30: Blue Switch Day 2022
2022-05-17: 2022 hider
2022-06-11: Signal’s Labyrinth: The swamp
2022-06-11: Signal’s Labyrinth: You escaped the swamp
2022-08-06: Signal’s Labyrinth: The cave
2022-08-16: North Dakota
2022-08-16: Signal’s Labyrinth: You escaped the cave
2022-08-16: GeoTour: Big Things Small Towns
2022-08-18: Project A.P.E. Cache
2022-08-20: Geocaching 20th Anniversary Celebration
2022-08-20: International Geocaching Day 2022
2022-08-20: Geocaching World Record Attempt 2022
2022-08-21: California
2022-10-13: Signal’s Labyrinth: The hedge maze
2022-10-14: Signal’s Labyrinth: You escaped the hedge maze
2022-12-11: Signal’s Labyrinth: The castle
2023-01-08: Full Sail 2023
2023-02-25: Signal's Labyrinth: The dragon's lair
2023-03-04: Signal’s Labyrinth: You escaped the dragon’s lair
2023-04-28: Wheel of Challenges: Seeking Smileys Medium
2023-04-28: Wheel of Challenges: Seeking Smileys Easy
2023-04-29: CITO 2023 Season 1 
2023-05-18: Wheel of Challenges: Favorite Fan Easy
2023-05-22: 2023 hider
2023-05-26: Wheel of Challenges: Favorite Fan Hard
2023-05-27: GeoWoodstock XIX - 2023
2023-05-27: GeoTour: Barbecue, Bourbon and Bluegrass
2023-06-16: Wheel of Challenges: Out and About Easy
2023-06-22: June Solstice 2023
2023-06-25: Wheel of Challenges: Out and About Medium
2023-06-25: Maker Magic
2023-07-09: Wheel of Challenges: Streak Star Medium
2023-07-11: Wheel of Challenges: Streak Star Easy
2023-08-19: International Geocaching Day 2023
2023-08-19: Wheel of Challenges: Iconic Cacher Easy
2023-09-15: Wheel of Challenges: Teamwork Easy
2023-09-16: Wheel of Challenges: Teamwork Hard
2023-10-11: Michigan
2023-10-15: Pennsylvania
2023-11-11: GIFF 2023
2023-12-26: Farewell to 2023
2024-02-29: Leap Day 2024
2024-03-23: March Equinox 2024
2024-04-06: CITO 2024 Season 1
2024-05-02: Blue Switch Day 2024
2024-05-20: 2024 hider
2024-05-22: New Mexico
2024-05-25: GeoWoodstock XX
2024-06-19: June Solstice 2024
2024-08-06: Cosmic Quest: Super fuel cacher
2024-08-17: International Geocaching Day 2024
2024-09-09: Cosmic Quest: Lift off
2024-09-13: CITO 2024 Season 2
2024-10-04: World Postcard Day 2024
2024-10-05: Going Caching 2024
2024-10-18: Adventure Day"
"","GC3C1HK","Comfort Zone Iowa Challenge","https://www.geocaching.com/geocache/GC3C1HK","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3C1HK/11464 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

I found 49 of 49 required caches:
^GC1.* GC1AB8 Santa Fe Swale aka. Elm Grove Campground? 2002-04-10
^GC2.* GC20EB I380 Eastern Iowa Airport Bughotel 2002-03-29
^GC3.* GC39CE Ernie Miller's Find  2002-04-10
^GC4.* GC446A Hickory Hills Hideout 2002-03-23
^GC5.* GC525D Peterson Pit Pioneers 2002-05-19
^GC6.* GC633E Carnegie Libraries 2002-06-22
^GC7.* GC76BD Treebeards Revenge 2002-08-02
^GC8.* GC837 Bluebird Cache 2002-06-16
^GC9.* GC93B2 Diamonds in the sky 2002-09-29
^GC.0.* GC20EC I Couldn't Resist 2002-04-08
^GC.1.* GC1182 Tossed Salad Cache II 2002-04-14
^GC.2.* GC420E Rock Creek Lake cache  2002-03-28
^GC.3.* GC13E9 Santa Fe Trail Ks-01 2002-04-10
^GC.4.* GC446B Bunger Bounty 2002-07-03
^GC.5.* GC353E Mallards, Mergansers and Geese, Oh my! 2002-06-02
^GC.6.* GCC66 Vine By Me Cache 2002-02-20
^GC.7.* GC3712 Calamity Line 2002-04-10
^GC.8.* GC4834 Lucky 7 - 1 of 7 2002-04-06
^GC.9.* GC4908 Lucky 7 - 2 of 7  2002-04-06
^GC..0.* GC2B04 Tackle Box Treasure 2002-04-06
^GC..1.* GC3E16 Spring 2002 Cache Bash 2002-06-01
^GC..2.* GC1924 Tunnel Valley Resurected 2002-04-14
^GC..3.* GC4133 Lake Miami Cache 2002-05-04
^GC..4.* GC3B48 The Wilcox Place Cache 2002-06-21
^GC..5.* GC2D51 Cindy's Little Secret 2002-04-06
^GC..6.* GC3B66 Ancient Highway to the Middle of Nowhere Cache 2002-06-21
^GC..7.* GC5E7C The Elusive Island Caches: Cache 1 of  3 2002-06-21
^GC..8.* GC2887 Stoll'n Treasures 2002-04-09
^GC..9.* GC2895 Red Rock Lake Cache 2002-04-23
^GC...0.* GC5CF0 Pot o' Gold 2002-06-12
^GC...1.* GC5E81 The Elusive Island Caches: Cache 2 of  3 2002-06-21
^GC...2.* GC37F2 ""Trek to me # 2"" 2002-06-21
^GC...3.* GC1883 Gotta find a date 2002-05-19
^GC...4.* GC38B4 Raptor Cache 2002-06-12
^GC...5.* GC3E25 Criss Cross Cache 2002-05-19
^GC...6.* GC46D6 Shelley's Safari Cache 2002-05-26
^GC...7.* GC4F97 River-side Cache 2002-06-21
^GC...8.* GC4DA8 Osky bike trail cache 2002-05-04
^GC...9.* GC47D9 Roadman's Treasure 2002-04-14
^GC....0.* GC11A40 MH Neighborhood Association Welcomes You! 2007-07-22
^GC....1.* GC116G1 Near the root of the problem 2007-03-24
^GC....2.* GC116H2 Owl Ridge 2007-03-24
^GC....3.* GC11E23 BYO... Bash Before The Bash 2007 2007-03-23
^GC....4.* GC10HM4 Coffee Break 2007-02-22
^GC....5.* GC139W5 TD2007:Apple Cache Cake 2007-06-02
^GC....6.* GC12RW6 Over the river & through the woods 2007-05-18
^GC....7.* GC116G7 Creek View 2007-03-24
^GC....8.* GC11648 SAD TALE OF TWO TREES 2007-03-24
^GC....9.* GC12RF9 Crazy Horse 2007-05-18"
"","GC3BRM6","4 Counties, Same Name Challenge","https://www.geocaching.com/geocache/GC3BRM6","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3BRM6/16380 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

County: **Franklin County** (4)
  Arkansas - GC42DD4 / Rest your Legs
  Iowa - GCKRD0 / East Park
  Kansas - GCTBNY / Ottawa RIP
  Missouri - GCD454 / Meramec Quick Cache"
"","GC3BRFE","US Postal Code Challenge","https://www.geocaching.com/geocache/GC3BRFE","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3BRFE/5420 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

SummittDweller has found 29 of 29 words required to qualify.
AK: GC1ARAK: Unsinkable! (2008-04-05)
AZ: GCR0AZ: Right Guard (2006-01-14)
AR: GCHCAR: Robertson Access Cache (third try) (2004-05-09)
CA: GC69CA: River Road Cache (2002-08-03)
CT: GCMWCT: Rest Up for M.O.G.A. 2005 (2005-04-07)
DE: GC9DE7: The Picnic Decoy Cache (2004-09-17)
GA: GCGA9J: By way of Cedar River (2003-07-26)
KY: GCGQKY: Haysgang Cache (2003-09-21)
ME: GCHME3: Trail of the Geologic Ages (2004-03-21)
MD: GCPMD8: Cedar Valley Aquifers (2005-07-16)
MA: GCMAXM: Find My SRT (2005-04-02)
MN: GCHMN2: **Sac&Fox Slider** (2004-03-13)
MT: GCHMT1: Kenue Park Cache (2005-09-09)
NE: GCHWNE: Pit stop East (2005-06-24)
NV: GCJNVM: Stuck on You (2004-07-25)
NH: GCNHCY: Middle of Lover's Leap (2006-06-15)
NJ: GCNJ9P: In Memory of the Blair Witch Cache (2005-05-10)
NM: GCNMJ5: Van Dorn Park (2005-05-10)
NY: GCNYB5: Hickory Park -no camping (2005-07-24)
NC: GCHZNC: Lincoln Station (2005-05-10)
ND: GCJJND: Edmondson Park Cache (2005-02-06)
PA: GCK2PA: EIGA Hike N Seek (2004-09-25)
TN: GCRTN4: Great White (2006-07-07)
TX: GCKDTX: Cache Jr. # 9 (2004-12-18)
VT: GCGEVT: Drunken Troll (2005-05-08)
VA: GCHEVA: I-380 Lakeside Bug Resort (2004-12-17)
WA: GCNWAP: Gotch Park Dunes (2005-09-30)
WV: GCVWV2: Corky's Delight (2006-06-15)
WY: GCHWY9: Just a Saint This Time (2006-03-24)"
"","GC3BAN0","10 x 10k Social Challenge","https://www.geocaching.com/geocache/GC3BAN0","","Failed",""
"","GC3BAJ6","100 x 10 State Challenge","https://www.geocaching.com/geocache/GC3BAJ6","","Failed",""
"","GC3BAEQ","Collaboration Challenge","https://www.geocaching.com/geocache/GC3BAEQ","","Failed",""
"","GC3ATNN","Star Chaser Trophy Challenge","https://www.geocaching.com/geocache/GC3ATNN","","Failed",""
"","GC3AF0K","Four Point Challenge","https://www.geocaching.com/geocache/GC3AF0K","","Failed",""
"","GC3AEYM","Non Traditional Alphabet Challenge","https://www.geocaching.com/geocache/GC3AEYM","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC3AEYM/26917 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

type: **Letterbox Hybrid** (26)
  [B]A[/B] is for ATTRIBUTE LETTERBOX - GC32ZRH / 2011-09-02
  [B]B[/B] is for BYOP LETTERBOX - GC32ZRK / 2011-09-02
  [B]C[/B] is for CACHE LETTERBOX - GC32ZRX / 2011-09-02
  [B]D[/B] is for DNF LETTERBOX - GC32ZRZ / 2011-09-02
  [B]E[/B] is for EARTHCACHE LETTERBOX - GC32ZT5 / 2011-09-02
  [B]F[/B] is for FTF LETTERBOX - GC32ZTC / 2011-09-02
  [B]G[/B] is for GPS LETTERBOX - GC32ZTH / 2011-09-02
  [B]H[/B]eritage #4 - GCQRNP / 2006-02-27
  [B]I[/B] is for IGO LETTERBOX - GC32ZTT / 2011-09-02
  [B]J[/B] is for JUST ANOTHER CACHE LETTERBOX - GC32ZV3 / 2011-09-02
  [B]K[/B] is for KEEP ON CACHING LETTERBOX - GC32ZVA / 2011-09-02
  [B]L[/B] is for LOG LETTERBOX - GC32ZVG / 2011-09-02
  [B]M[/B] is for MUGGLED LETTERBOX - GC32ZVP / 2011-09-02
  [B]N[/B]orthland Letterbox - GCT9G7 / 2006-08-13
  [B]O[/B] is for OTHER LETTERBOX - GC32ZW5 / 2011-09-05
  [B]P[/B] is for PNG LETTERBOX - GC32ZWC / 2011-09-05
  [B]Q[/B] is for QUERY LETTERBOX - GC32ZWN / 2011-09-05
  [B]R[/B] is for ROT13 LETTERBOX - GC32ZWX / 2011-09-05
  [B]S[/B]mile and Watch the Cars Go By! - GCR9XP / 2006-06-17
  [B]T[/B] is for TFTC LETTERBOX - GC32ZXC / 2011-09-05
  [B]U[/B] is for UTM LETTERBOX - GC32ZXJ / 2011-09-05
  [B]V[/B] is for VIRTUAL LETTERBOX - GC32ZXN / 2011-09-05
  [B]W[/B] is for WAAS LETTERBOX - GC32ZXR / 2011-09-05
  [B]X[/B] is for XCITING LETTERBOX - GC32ZXT / 2011-09-05
  [B]Y[/B] is for YES ANOTHER LETTERBOX - GC32ZY4 / 2011-09-05
  [B]Z[/B] is for ZOOMING TO A LETTERBOX - GC32ZYB / 2011-09-05"
"","GC3AEQ2","Million Miles Challenge","https://www.geocaching.com/geocache/GC3AEQ2","","Failed",""
"","GC39BNT","NASCAR Challenge","https://www.geocaching.com/geocache/GC39BNT","","SUCCESS!","[SummittDweller](https://www.geocaching.com/profile/?u=SummittDweller) has used [Project-GC](https://project-gc.com/Challenges/GC39BNT/5409 ""Project-GC Challenge Checker"") to see if they qualified for this challenge and they did.

SummittDweller has found 30 of 30 words required to qualify.
2: GC2B04: Tackle Box Treasure (2002-04-06)
3: GC13E9: Santa Fe Trail Ks-01 (2002-04-10)
4: GC4908: Lucky 7 - 2 of 7  (2002-04-06)
5: GC2D51: Cindy's Little Secret (2002-04-06)
6: GCC66: Vine By Me Cache (2002-02-20)
7: GC47D9: Roadman's Treasure (2002-04-14)
8: GC1AB8: Santa Fe Swale aka. Elm Grove Campground? (2002-04-10)
9: GC39CE: Ernie Miller's Find  (2002-04-10)
11: GC1186: It's Greek To Me (2002-06-16)
14: GC9814: Draggin' Around (2002-10-14)
17: GCB179: HRNC (2003-07-26)
18: GC1182: Tossed Salad Cache II (2002-04-14)
20: GC20EB: I380 Eastern Iowa Airport Bughotel (2002-03-29)
22: GC22CD: Dead Road Bed Cache (2002-04-06)
24: GC1924: Tunnel Valley Resurected (2002-04-14)
27: GC127C: Navy Park (2002-09-13)
30: GC2B30: Walk Your Dog (2002-10-14)
38: GC38B4: Raptor Cache (2002-06-12)
42: GC420E: Rock Creek Lake cache  (2002-03-28)
43: GCG43N: End of the Road (2003-06-14)
44: GC446A: Hickory Hills Hideout (2002-03-23)
48: GC4834: Lucky 7 - 1 of 7 (2002-04-06)
60: GC9660: The Postcard Cache (2002-12-09)
71: GC3712: Calamity Line (2002-04-10)
72: GC7E72: Old Faithful Geyser (2003-07-02)
87: GC2887: Stoll'n Treasures (2002-04-09)
88: GC1883: Gotta find a date (2002-05-19)
91: GC7A91: Yellowstone - Very Bad Breath (2003-07-01)
92: GC927: Corporate Giveaway Cache (2003-06-14)
97: GC4F97: River-side Cache (2002-06-21)"
"","GC30K2Y","Well Travelled Cacher Challenge - Iowa","https://www.geocaching.com/geocache/GC30K2Y","","Failed",""
"","GC30H9E","Distance to Finds Challenge","https://www.geocaching.com/geocache/GC30H9E","","Failed",""
"","GC30FY8","Jac0bnuts...Size Does Matter Challenge","https://www.geocaching.com/geocache/GC30FY8","","Failed",""
"","GC1K275","Alabama Well Rounded Cacher (Fizzy Challenge)","https://www.geocaching.com/geocache/GC1K275","","Failed",""
